student_id,day,semester,late_or_not
9,W5M,Spring,not late
9,W5F,Spring,not late
9,W6M,Spring,not late
9,W6W,Spring,not late
9,W6F,Spring,not late
9,W7M,Spring,not late
9,W7W,Spring,not late
9,W8W,Spring,not late
9,W8F,Spring,not late
9,W9M,Spring,not late
9,W9F,Spring,late
9,W10M,Spring,not late
9,W10W,Spring,not late
9,W10F,Spring,not late
9,W11M,Spring,not late
9,W11W,Spring,not late
9,W11F,Spring,late
9,W12M,Spring,not late
9,W12W,Spring,not late
9,W12F,Spring,late
9,W13M,Spring,not late
9,W13W,Spring,not late
9,W14M,Spring,not late
9,W14W,Spring,not late
10,W0W,Spring,not late
10,W0F,Spring,not late
10,W1M,Spring,not late
10,W1W,Spring,not late
10,W1F,Spring,late
10,W2M,Spring,not late
10,W2W,Spring,not late
10,W2F,Spring,not late
10,W3M,Spring,not late
10,W3W,Spring,not late
10,W3F,Spring,not late
10,W4M,Spring,not late
10,W4W,Spring,not late
10,W4F,Spring,not late
10,W5M,Spring,late
10,W5F,Spring,late
10,W6M,Spring,not late
10,W6W,Spring,not late
10,W6F,Spring,not late
10,W7M,Spring,not late
10,W7W,Spring,not late
10,W8W,Spring,not late
10,W8F,Spring,not late
10,W9M,Spring,not late
10,W9F,Spring,late
10,W10M,Spring,not late
10,W10W,Spring,not late
10,W10F,Spring,not late
10,W11M,Spring,late
10,W11W,Spring,not late
10,W11F,Spring,late
10,W12M,Spring,not late
10,W12W,Spring,not late
10,W12F,Spring,late
10,W13M,Spring,not late
10,W13W,Spring,not late
10,W14M,Spring,not late
10,W14W,Spring,not late
11,W0W,Spring,not late
11,W0F,Spring,not late
11,W1M,Spring,not late
11,W1W,Spring,not late
11,W1F,Spring,not late
11,W2M,Spring,not late
11,W2W,Spring,not late
11,W2F,Spring,not late
11,W3M,Spring,not late
11,W3W,Spring,not late
11,W3F,Spring,late
11,W4M,Spring,not late
11,W4W,Spring,not late
11,W4F,Spring,not late
11,W5M,Spring,not late
11,W5F,Spring,not late
11,W6M,Spring,not late
11,W6W,Spring,not late
11,W6F,Spring,not late
11,W7M,Spring,not late
11,W7W,Spring,not late
11,W8W,Spring,not late
11,W8F,Spring,not late
11,W9M,Spring,not late
11,W9F,Spring,late
11,W10M,Spring,not late
11,W10W,Spring,not late
11,W10F,Spring,not late
11,W11M,Spring,not late
11,W11W,Spring,not late
11,W11F,Spring,not late
11,W12M,Spring,not late
11,W12W,Spring,not late
11,W12F,Spring,late
11,W13M,Spring,not late
11,W13W,Spring,not late
11,W14M,Spring,not late
11,W14W,Spring,not late
12,W0W,Spring,not late
12,W0F,Spring,not late
12,W1M,Spring,not late
12,W1W,Spring,not late
12,W1F,Spring,not late
12,W2M,Spring,not late
12,W2W,Spring,not late
12,W2F,Spring,late
12,W3M,Spring,not late
12,W3W,Spring,not late
12,W3F,Spring,late
12,W4M,Spring,not late
12,W4W,Spring,not late
12,W4F,Spring,not late
12,W5M,Spring,not late
12,W5F,Spring,late
12,W6M,Spring,not late
12,W6W,Spring,not late
12,W6F,Spring,not late
12,W7M,Spring,not late
12,W7W,Spring,late
12,W8W,Spring,not late
12,W8F,Spring,late
12,W9M,Spring,not late
12,W9F,Spring,late
12,W10M,Spring,late
12,W10W,Spring,not late
12,W10F,Spring,late
12,W11M,Spring,not late
12,W11W,Spring,not late
12,W11F,Spring,late
12,W12M,Spring,not late
12,W12W,Spring,not late
12,W12F,Spring,late
12,W13M,Spring,late
12,W13W,Spring,not late
12,W14M,Spring,not late
12,W14W,Spring,not late
13,W0W,Spring,not late
13,W0F,Spring,not late
13,W1M,Spring,not late
13,W1W,Spring,not late
13,W1F,Spring,not late
13,W2M,Spring,late
13,W2W,Spring,not late
13,W2F,Spring,not late
13,W3M,Spring,late
13,W3W,Spring,not late
13,W3F,Spring,not late
13,W4M,Spring,not late
13,W4W,Spring,not late
13,W4F,Spring,not late
13,W5M,Spring,not late
13,W5F,Spring,not late
13,W6M,Spring,not late
13,W6W,Spring,not late
13,W6F,Spring,not late
13,W7M,Spring,not late
13,W7W,Spring,not late
13,W8W,Spring,not late
13,W8F,Spring,not late
13,W9M,Spring,not late
13,W9F,Spring,not late
13,W10M,Spring,not late
13,W10W,Spring,not late
13,W10F,Spring,late
13,W11M,Spring,not late
13,W11W,Spring,not late
13,W11F,Spring,not late
13,W12M,Spring,not late
13,W12W,Spring,not late
13,W12F,Spring,late
13,W13M,Spring,not late
13,W13W,Spring,late
13,W14M,Spring,not late
13,W14W,Spring,not late
14,W0W,Spring,not late
14,W0F,Spring,not late
14,W1M,Spring,not late
14,W1W,Spring,not late
14,W1F,Spring,not late
14,W2M,Spring,not late
14,W2W,Spring,late
14,W2F,Spring,not late
14,W3M,Spring,not late
14,W3W,Spring,not late
14,W3F,Spring,not late
14,W4M,Spring,not late
14,W4W,Spring,not late
14,W4F,Spring,not late
14,W5M,Spring,not late
14,W5F,Spring,not late
14,W6M,Spring,not late
14,W6W,Spring,not late
14,W6F,Spring,not late
14,W7M,Spring,not late
14,W7W,Spring,not late
14,W8W,Spring,not late
14,W8F,Spring,not late
14,W9M,Spring,not late
14,W9F,Spring,not late
14,W10M,Spring,not late
14,W10W,Spring,not late
14,W10F,Spring,not late
14,W11M,Spring,not late
14,W11W,Spring,not late
14,W11F,Spring,not late
14,W12M,Spring,not late
14,W12W,Spring,not late
14,W12F,Spring,not late
14,W13M,Spring,not late
14,W13W,Spring,not late
14,W14M,Spring,late
14,W14W,Spring,not late
15,W0W,Spring,not late
15,W0F,Spring,not late
15,W1M,Spring,not late
15,W1W,Spring,not late
15,W1F,Spring,not late
15,W2M,Spring,not late
15,W2W,Spring,not late
15,W2F,Spring,not late
15,W3M,Spring,not late
15,W3W,Spring,not late
15,W3F,Spring,not late
15,W4M,Spring,not late
15,W4W,Spring,not late
15,W4F,Spring,not late
15,W5M,Spring,not late
15,W5F,Spring,not late
15,W6M,Spring,not late
15,W6W,Spring,not late
15,W6F,Spring,not late
15,W7M,Spring,not late
15,W7W,Spring,not late
15,W8W,Spring,not late
15,W8F,Spring,not late
15,W9M,Spring,not late
15,W9F,Spring,not late
15,W10M,Spring,not late
15,W10W,Spring,not late
15,W10F,Spring,not late
15,W11M,Spring,not late
15,W11W,Spring,not late
15,W11F,Spring,not late
15,W12M,Spring,not late
15,W12W,Spring,not late
15,W12F,Spring,not late
15,W13M,Spring,not late
15,W13W,Spring,not late
15,W14M,Spring,not late
15,W14W,Spring,not late
16,W0W,Spring,not late
16,W0F,Spring,not late
16,W1M,Spring,not late
16,W1W,Spring,not late
16,W1F,Spring,late
16,W2M,Spring,not late
16,W2W,Spring,not late
16,W2F,Spring,not late
16,W3M,Spring,not late
16,W3W,Spring,not late
16,W3F,Spring,late
16,W4M,Spring,not late
16,W4W,Spring,not late
16,W4F,Spring,not late
16,W5M,Spring,not late
16,W5F,Spring,not late
16,W6M,Spring,not late
16,W6W,Spring,not late
16,W6F,Spring,late
16,W7M,Spring,not late
16,W7W,Spring,not late
16,W8W,Spring,not late
16,W8F,Spring,not late
16,W9M,Spring,not late
16,W9F,Spring,not late
16,W10M,Spring,not late
16,W10W,Spring,not late
16,W10F,Spring,not late
16,W11M,Spring,not late
16,W11W,Spring,not late
16,W11F,Spring,late
16,W12M,Spring,late
16,W12W,Spring,not late
16,W12F,Spring,not late
16,W13M,Spring,not late
16,W13W,Spring,not late
16,W14M,Spring,not late
16,W14W,Spring,not late
17,W0W,Spring,not late
17,W0F,Spring,not late
17,W1M,Spring,not late
17,W1W,Spring,not late
17,W1F,Spring,not late
17,W2M,Spring,not late
17,W2W,Spring,not late
17,W2F,Spring,not late
17,W3M,Spring,not late
17,W3W,Spring,not late
17,W3F,Spring,not late
17,W4M,Spring,not late
17,W4W,Spring,not late
17,W4F,Spring,not late
17,W5M,Spring,not late
17,W5F,Spring,not late
17,W6M,Spring,not late
17,W6W,Spring,not late
17,W6F,Spring,not late
17,W7M,Spring,not late
17,W7W,Spring,not late
17,W8W,Spring,not late
17,W8F,Spring,not late
17,W9M,Spring,not late
17,W9F,Spring,not late
17,W10M,Spring,not late
17,W10W,Spring,not late
17,W10F,Spring,not late
17,W11M,Spring,not late
17,W11W,Spring,not late
17,W11F,Spring,not late
17,W12M,Spring,not late
17,W12W,Spring,not late
17,W12F,Spring,not late
17,W13M,Spring,not late
17,W13W,Spring,not late
17,W14M,Spring,not late
17,W14W,Spring,not late
18,W0W,Spring,not late
18,W0F,Spring,late
18,W1M,Spring,not late
18,W1W,Spring,not late
18,W1F,Spring,not late
18,W2M,Spring,not late
18,W2W,Spring,not late
18,W2F,Spring,not late
18,W3M,Spring,not late
18,W3W,Spring,not late
18,W3F,Spring,not late
18,W4M,Spring,not late
18,W4W,Spring,not late
18,W4F,Spring,not late
18,W5M,Spring,not late
18,W5F,Spring,not late
18,W6M,Spring,not late
18,W6W,Spring,not late
18,W6F,Spring,not late
18,W7M,Spring,not late
18,W7W,Spring,late
18,W8W,Spring,not late
18,W8F,Spring,not late
18,W9M,Spring,not late
18,W9F,Spring,not late
18,W10M,Spring,not late
18,W10W,Spring,not late
18,W10F,Spring,not late
18,W11M,Spring,not late
18,W11W,Spring,not late
18,W11F,Spring,not late
18,W12M,Spring,not late
18,W12W,Spring,not late
18,W12F,Spring,not late
18,W13M,Spring,not late
18,W13W,Spring,not late
18,W14M,Spring,not late
18,W14W,Spring,not late
19,W0W,Spring,not late
19,W0F,Spring,not late
19,W1M,Spring,not late
19,W1W,Spring,not late
19,W1F,Spring,not late
19,W2M,Spring,not late
19,W2W,Spring,not late
19,W2F,Spring,not late
19,W3M,Spring,not late
19,W3W,Spring,not late
19,W3F,Spring,not late
19,W4M,Spring,not late
19,W4W,Spring,not late
19,W4F,Spring,not late
19,W5M,Spring,not late
19,W5F,Spring,late
19,W6M,Spring,not late
19,W6W,Spring,not late
19,W6F,Spring,not late
19,W7M,Spring,not late
19,W7W,Spring,not late
19,W8W,Spring,not late
19,W8F,Spring,not late
19,W9M,Spring,not late
19,W9F,Spring,not late
19,W10M,Spring,late
19,W10W,Spring,not late
19,W10F,Spring,not late
19,W11M,Spring,not late
19,W11W,Spring,not late
19,W11F,Spring,not late
19,W12M,Spring,late
19,W12W,Spring,not late
19,W12F,Spring,not late
19,W13M,Spring,not late
19,W13W,Spring,not late
19,W14M,Spring,late
19,W14W,Spring,not late
20,W0W,Spring,not late
20,W0F,Spring,not late
20,W1M,Spring,not late
20,W1W,Spring,not late
20,W1F,Spring,not late
20,W2M,Spring,not late
20,W2W,Spring,not late
20,W2F,Spring,not late
20,W3M,Spring,not late
20,W3W,Spring,not late
20,W3F,Spring,not late
20,W4M,Spring,late
20,W4W,Spring,not late
20,W4F,Spring,not late
20,W5M,Spring,not late
20,W5F,Spring,not late
20,W6M,Spring,not late
20,W6W,Spring,not late
20,W6F,Spring,not late
20,W7M,Spring,not late
20,W7W,Spring,not late
20,W8W,Spring,not late
20,W8F,Spring,not late
20,W9M,Spring,not late
20,W9F,Spring,not late
20,W10M,Spring,not late
20,W10W,Spring,not late
20,W10F,Spring,not late
20,W11M,Spring,not late
20,W11W,Spring,not late
20,W11F,Spring,not late
20,W12M,Spring,late
20,W12W,Spring,not late
20,W12F,Spring,not late
20,W13M,Spring,not late
20,W13W,Spring,not late
20,W14M,Spring,not late
20,W14W,Spring,not late
